source,dataset,origin_country,destination_country,year,measure_type,value,analysis_question
eurostat,eurostat_long_term_residents,Cameroon,Cyprus,2022,long_term_resident,7.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Latvia,2022,long_term_resident,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Lithuania,2022,long_term_resident,5.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Luxembourg,2022,long_term_resident,232.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Hungary,2022,long_term_resident,95.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Malta,2022,long_term_resident,3.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Netherlands,2022,long_term_resident,94.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Austria,2022,long_term_resident,138.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Poland,2022,long_term_resident,126.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Portugal,2022,long_term_resident,21.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Romania,2022,long_term_resident,23.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Slovenia,2022,long_term_resident,10.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Slovakia,2022,long_term_resident,14.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Finland,2022,long_term_resident,417.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Sweden,2022,long_term_resident,506.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Iceland,2022,long_term_resident,2.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Liechtenstein,2022,long_term_resident,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Norway,2022,long_term_resident,60.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Switzerland,2022,long_term_resident,2473.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,United Kingdom,2022,long_term_resident,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Serbia,2022,long_term_resident,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Belgium,2023,long_term_resident,7020.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Bulgaria,2023,long_term_resident,15.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Czechia,2023,long_term_resident,79.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Denmark,2023,long_term_resident,227.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Germany,2023,long_term_resident,4147.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Estonia,2023,long_term_resident,3.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Ireland,2023,long_term_resident,1.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Greece,2023,long_term_resident,16.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Spain,2023,long_term_resident,4678.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,France,2023,long_term_resident,36195.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Croatia,2023,long_term_resident,7.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Italy,2023,long_term_resident,7684.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Cyprus,2023,long_term_resident,7.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Latvia,2023,long_term_resident,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Lithuania,2023,long_term_resident,11.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Luxembourg,2023,long_term_resident,247.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Hungary,2023,long_term_resident,59.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Malta,2023,long_term_resident,3.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Netherlands,2023,long_term_resident,87.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Austria,2023,long_term_resident,148.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Poland,2023,long_term_resident,117.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Portugal,2023,long_term_resident,17.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Romania,2023,long_term_resident,29.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Slovenia,2023,long_term_resident,12.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Slovakia,2023,long_term_resident,14.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Finland,2023,long_term_resident,474.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Sweden,2023,long_term_resident,437.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Iceland,2023,long_term_resident,2.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Liechtenstein,2023,long_term_resident,4.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Norway,2023,long_term_resident,45.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Switzerland,2023,long_term_resident,2502.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,United Kingdom,2023,long_term_resident,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Serbia,2023,long_term_resident,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Belgium,2024,long_term_resident,7570.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Bulgaria,2024,long_term_resident,16.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Czechia,2024,long_term_resident,80.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Denmark,2024,long_term_resident,229.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Germany,2024,long_term_resident,4277.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Estonia,2024,long_term_resident,5.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Ireland,2024,long_term_resident,1.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Greece,2024,long_term_resident,17.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Spain,2024,long_term_resident,4746.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,France,2024,long_term_resident,37897.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Croatia,2024,long_term_resident,13.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Italy,2024,long_term_resident,7406.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Cyprus,2024,long_term_resident,6.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Latvia,2024,long_term_resident,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Lithuania,2024,long_term_resident,25.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Luxembourg,2024,long_term_resident,276.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Hungary,2024,long_term_resident,57.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Malta,2024,long_term_resident,5.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Netherlands,2024,long_term_resident,91.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Austria,2024,long_term_resident,156.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Poland,2024,long_term_resident,87.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Portugal,2024,long_term_resident,32.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Romania,2024,long_term_resident,36.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Slovenia,2024,long_term_resident,14.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Slovakia,2024,long_term_resident,13.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Finland,2024,long_term_resident,529.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Sweden,2024,long_term_resident,415.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Iceland,2024,long_term_resident,2.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Liechtenstein,2024,long_term_resident,4.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Norway,2024,long_term_resident,49.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Switzerland,2024,long_term_resident,2528.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,United Kingdom,2024,long_term_resident,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_long_term_residents,Cameroon,Serbia,2024,long_term_resident,7.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Belgium,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Bulgaria,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Czechia,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Denmark,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Germany,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Estonia,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Ireland,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Greece,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Spain,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,France,2020,status_change,2410.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Croatia,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Italy,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Cyprus,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Latvia,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Lithuania,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Luxembourg,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Hungary,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Malta,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Netherlands,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Austria,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Poland,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Portugal,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Romania,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Slovenia,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Slovakia,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Finland,2020,status_change,36.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Sweden,2020,status_change,24.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Iceland,2020,status_change,1.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Liechtenstein,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Norway,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Serbia,2020,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Belgium,2021,status_change,426.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Bulgaria,2021,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Czechia,2021,status_change,3.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Denmark,2021,status_change,14.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Germany,2021,status_change,236.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Estonia,2021,status_change,15.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Ireland,2021,status_change,9.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Greece,2021,status_change,6.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Spain,2021,status_change,109.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,France,2021,status_change,3016.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Croatia,2021,status_change,3.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Italy,2021,status_change,237.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Cyprus,2021,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Latvia,2021,status_change,6.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Lithuania,2021,status_change,41.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Luxembourg,2021,status_change,27.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Hungary,2021,status_change,6.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Malta,2021,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Netherlands,2021,status_change,17.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Austria,2021,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Poland,2021,status_change,4.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Portugal,2021,status_change,7.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Romania,2021,status_change,7.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Slovenia,2021,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Slovakia,2021,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Finland,2021,status_change,28.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Sweden,2021,status_change,28.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Iceland,2021,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Liechtenstein,2021,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Norway,2021,status_change,13.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Serbia,2021,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Belgium,2022,status_change,504.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Bulgaria,2022,status_change,1.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Czechia,2022,status_change,8.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Denmark,2022,status_change,35.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Germany,2022,status_change,517.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Estonia,2022,status_change,13.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Ireland,2022,status_change,67.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Greece,2022,status_change,1.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Spain,2022,status_change,145.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,France,2022,status_change,3359.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Croatia,2022,status_change,2.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Italy,2022,status_change,273.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Cyprus,2022,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Latvia,2022,status_change,10.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Lithuania,2022,status_change,76.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Luxembourg,2022,status_change,35.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Hungary,2022,status_change,7.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Malta,2022,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Netherlands,2022,status_change,25.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Austria,2022,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Poland,2022,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Portugal,2022,status_change,5.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Romania,2022,status_change,12.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Slovenia,2022,status_change,1.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Slovakia,2022,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Finland,2022,status_change,30.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Sweden,2022,status_change,32.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Iceland,2022,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Liechtenstein,2022,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Norway,2022,status_change,8.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Serbia,2022,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Belgium,2023,status_change,656.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Bulgaria,2023,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Czechia,2023,status_change,16.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Denmark,2023,status_change,14.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Germany,2023,status_change,585.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Estonia,2023,status_change,4.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Ireland,2023,status_change,14.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Greece,2023,status_change,5.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Spain,2023,status_change,170.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,France,2023,status_change,4130.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Croatia,2023,status_change,1.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Italy,2023,status_change,294.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Cyprus,2023,status_change,1.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Latvia,2023,status_change,11.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Lithuania,2023,status_change,42.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Luxembourg,2023,status_change,26.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Hungary,2023,status_change,7.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Malta,2023,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Netherlands,2023,status_change,24.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Austria,2023,status_change,1.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Poland,2023,status_change,26.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Portugal,2023,status_change,2.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Romania,2023,status_change,17.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Slovenia,2023,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Slovakia,2023,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Finland,2023,status_change,48.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Sweden,2023,status_change,30.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Iceland,2023,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Liechtenstein,2023,status_change,1.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Norway,2023,status_change,6.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Serbia,2023,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Belgium,2024,status_change,548.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Bulgaria,2024,status_change,1.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Czechia,2024,status_change,10.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Denmark,2024,status_change,10.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Germany,2024,status_change,496.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Estonia,2024,status_change,5.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Ireland,2024,status_change,24.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Greece,2024,status_change,3.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Spain,2024,status_change,138.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,France,2024,status_change,5007.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Croatia,2024,status_change,2.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Italy,2024,status_change,229.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Cyprus,2024,status_change,2.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Latvia,2024,status_change,12.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Lithuania,2024,status_change,1.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Luxembourg,2024,status_change,44.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Hungary,2024,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Malta,2024,status_change,5.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Netherlands,2024,status_change,11.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Austria,2024,status_change,4.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Poland,2024,status_change,15.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Portugal,2024,status_change,1.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Romania,2024,status_change,12.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Slovenia,2024,status_change,2.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Slovakia,2024,status_change,1.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Finland,2024,status_change,94.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Sweden,2024,status_change,19.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Iceland,2024,status_change,1.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Liechtenstein,2024,status_change,1.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Norway,2024,status_change,4.0,Q3_post_arrival_trajectories
eurostat,eurostat_status_changes,Cameroon,Serbia,2024,status_change,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_citizenship_acquisition,Cameroon,Belgium,2015,citizenship_acquisition,738.0,Q3_post_arrival_trajectories
eurostat,eurostat_citizenship_acquisition,Cameroon,Bulgaria,2015,citizenship_acquisition,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_citizenship_acquisition,Cameroon,Czechia,2015,citizenship_acquisition,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_citizenship_acquisition,Cameroon,Denmark,2015,citizenship_acquisition,14.0,Q3_post_arrival_trajectories
eurostat,eurostat_citizenship_acquisition,Cameroon,Germany,2015,citizenship_acquisition,1081.0,Q3_post_arrival_trajectories
eurostat,eurostat_citizenship_acquisition,Cameroon,Estonia,2015,citizenship_acquisition,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_citizenship_acquisition,Cameroon,Ireland,2015,citizenship_acquisition,79.0,Q3_post_arrival_trajectories
eurostat,eurostat_citizenship_acquisition,Cameroon,Greece,2015,citizenship_acquisition,0.0,Q3_post_arrival_trajectories
eurostat,eurostat_citizenship_acquisition,Cameroon,Spain,2015,citizenship_acquisition,135.0,Q3_post_arrival_trajectories
eurostat,eurostat_citizenship_acquisition,Cameroon,France,2015,citizenship_acquisition,3125.0,Q3_post_arrival_trajectories
eurostat,eurostat_citizenship_acquisition,Cameroon,Croatia,2015,citizenship_acquisition,3.0,Q3_post_arrival_trajectories
eurostat,eurostat_citizenship_acquisition,Cameroon,Italy,2015,citizenship_acquisition,521.0,Q3_post_arrival_trajectories
eurostat,eurostat_citizenship_acquisition,Cameroon,Cyprus,2015,citizenship_acquisition,1.0,Q3_post_arrival_trajectories
eurostat,eurostat_citizenship_acquisition,Cameroon,Latvia,2015,citizenship_acquisition,0.0,Q3_post_arrival_trajectories
