destination_country,origin_country,year,value,source,dataset,measure_type,period,analysis_question
Serbia,Cameroon,2021,0,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Belgium,Cameroon,2022,6719,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Bulgaria,Cameroon,2022,13,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Czechia,Cameroon,2022,73,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Denmark,Cameroon,2022,197,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Germany,Cameroon,2022,3533,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Estonia,Cameroon,2022,1,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Ireland,Cameroon,2022,1,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Greece,Cameroon,2022,13,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Spain,Cameroon,2022,4629,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
France,Cameroon,2022,34783,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Croatia,Cameroon,2022,7,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Italy,Cameroon,2022,7795,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Cyprus,Cameroon,2022,7,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Latvia,Cameroon,2022,0,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Lithuania,Cameroon,2022,5,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Luxembourg,Cameroon,2022,232,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Hungary,Cameroon,2022,95,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Malta,Cameroon,2022,3,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Netherlands,Cameroon,2022,94,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Austria,Cameroon,2022,138,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Poland,Cameroon,2022,126,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Portugal,Cameroon,2022,21,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Romania,Cameroon,2022,23,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Slovenia,Cameroon,2022,10,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Slovakia,Cameroon,2022,14,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Finland,Cameroon,2022,417,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Sweden,Cameroon,2022,506,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Iceland,Cameroon,2022,2,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Liechtenstein,Cameroon,2022,0,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Norway,Cameroon,2022,60,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Switzerland,Cameroon,2022,2473,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
United Kingdom,Cameroon,2022,0,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Serbia,Cameroon,2022,0,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Belgium,Cameroon,2023,7020,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Bulgaria,Cameroon,2023,15,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Czechia,Cameroon,2023,79,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Denmark,Cameroon,2023,227,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Germany,Cameroon,2023,4147,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Estonia,Cameroon,2023,3,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Ireland,Cameroon,2023,1,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Greece,Cameroon,2023,16,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Spain,Cameroon,2023,4678,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
France,Cameroon,2023,36195,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Croatia,Cameroon,2023,7,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Italy,Cameroon,2023,7684,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Cyprus,Cameroon,2023,7,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Latvia,Cameroon,2023,0,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Lithuania,Cameroon,2023,11,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Luxembourg,Cameroon,2023,247,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Hungary,Cameroon,2023,59,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Malta,Cameroon,2023,3,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Netherlands,Cameroon,2023,87,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Austria,Cameroon,2023,148,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Poland,Cameroon,2023,117,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Portugal,Cameroon,2023,17,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Romania,Cameroon,2023,29,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Slovenia,Cameroon,2023,12,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Slovakia,Cameroon,2023,14,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Finland,Cameroon,2023,474,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Sweden,Cameroon,2023,437,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Iceland,Cameroon,2023,2,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Liechtenstein,Cameroon,2023,4,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Norway,Cameroon,2023,45,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Switzerland,Cameroon,2023,2502,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
United Kingdom,Cameroon,2023,0,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Serbia,Cameroon,2023,0,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Belgium,Cameroon,2024,7570,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Bulgaria,Cameroon,2024,16,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Czechia,Cameroon,2024,80,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Denmark,Cameroon,2024,229,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Germany,Cameroon,2024,4277,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Estonia,Cameroon,2024,5,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Ireland,Cameroon,2024,1,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Greece,Cameroon,2024,17,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Spain,Cameroon,2024,4746,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
France,Cameroon,2024,37897,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Croatia,Cameroon,2024,13,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Italy,Cameroon,2024,7406,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Cyprus,Cameroon,2024,6,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Latvia,Cameroon,2024,0,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Lithuania,Cameroon,2024,25,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Luxembourg,Cameroon,2024,276,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Hungary,Cameroon,2024,57,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Malta,Cameroon,2024,5,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Netherlands,Cameroon,2024,91,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Austria,Cameroon,2024,156,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Poland,Cameroon,2024,87,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Portugal,Cameroon,2024,32,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Romania,Cameroon,2024,36,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Slovenia,Cameroon,2024,14,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Slovakia,Cameroon,2024,13,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Finland,Cameroon,2024,529,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Sweden,Cameroon,2024,415,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Iceland,Cameroon,2024,2,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Liechtenstein,Cameroon,2024,4,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Norway,Cameroon,2024,49,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Switzerland,Cameroon,2024,2528,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
United Kingdom,Cameroon,2024,0,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
Serbia,Cameroon,2024,7,eurostat,eurostat_long_term_residents,long_term_resident,post_covid,Q3_post_arrival_trajectories
